image_name| comment_number| comment
2291958125.jpg| 4| Two rodeo riders going after a young steer .
2298946012.jpg| 0| Four people on horseback look at a lake with mountains in the distance .
2298946012.jpg| 1| Men on horses are standing on the shore looking at the lake .
2298946012.jpg| 2| several men on horseback staring into a mountain background
2298946012.jpg| 3| Four people ride horses to the edge of the water .
2298946012.jpg| 4| Four horseriders look into the water .
2314684787.jpg| 0| Two men are riding horses at an event .
2314684787.jpg| 1| A man trying to stay on the bucking bronco .
2314684787.jpg| 2| Two men ride horses while wielding whips .
2314684787.jpg| 3| Man riding a unbroken horse or bronco .
2314684787.jpg| 4| Two men riding horses at an event
2315593294.jpg| 0| A man is riding a bucking horse in a dirt field with trucks in the background while holding something that appears to be a riding whip .
2315593294.jpg| 1| A man with a crop is trying to stay on a rearing horse .
2315593294.jpg| 2| A man as he is lifted from a rearing horse at a rodeo .
2315593294.jpg| 3| a horse bucks its rider in a dusty field
2315593294.jpg| 4| A man in a hat riding a bucking horse .
2331827016.jpg| 0| An equestrian rider in uniform jumps their white horse over a fence .
2331827016.jpg| 1| A horse
2331827016.jpg| 2| A person riding a gray horse who has just jumped .
2331827016.jpg| 3| Rider riding horse as it jumps over a fence .
2331827016.jpg| 4| A rider on a horse landing from a jump .
238573199.jpg| 0| A white horse with a jockey on it 's back is jumping over an obstacle .
238573199.jpg| 1| A horse jockey is jumping a horse over an obstacle on a coarse .
238573199.jpg| 2| A jockey on a horse is attempting to jump logs in a field .
238573199.jpg| 3| A horse and jockey jumping over a barrier .
238573199.jpg| 4| A jockey riding a horse over a jump .
2400700373.jpg| 0| A cowboy tries to hold on with all his might as the horse shakes and trembles to rid of his rider .
2400700373.jpg| 1| A cowboy hanging on for dear life while the horse below him simply tries to buck him off .
2400700373.jpg| 2| A man in a white cowboy hat riding a bucking brown horse at a rodeo .
2400700373.jpg| 3| A bucking horse is throwing a cowboy off its back at a rodeo .
2400700373.jpg| 4| A man riding a horse in a rodeo show .
2401530530.jpg| 0| a man wearing a dark blue button up shirt
2401530530.jpg| 1| A person is riding a horse western style
2401530530.jpg| 2| A cowboy in a rodeo riding in the  Bucking Bronco  contest .
2401530530.jpg| 3| A rodeo cowboy is trying to stay on a bucking bronco .
2401530530.jpg| 4| A cowboy riding a horse at the rodeo .
2452334314.jpg| 0| A show jumper wearing a blue helmet rides a white horse over wooden fence that is decorated with red and yellow flowers .
2452334314.jpg| 1| A rider on a white horse is in the middle of a jump over a hurdle .
2452334314.jpg| 2| The rider is practicing jumps on a beautiful white horse .
2452334314.jpg| 3| An equestrian and horse make a jump on a course .
2452334314.jpg| 4| White horse with jockey jumps a barrier
2510560080.jpg| 0| Two children wear helmets and ride horses over the sand inside a fenced area .
2510560080.jpg| 1| Two children are riding horses over sand near a white fence .
2510560080.jpg| 2| Two young girls are riding horses within a white fence .
2510560080.jpg| 3| Children wearing helmets ride horses in a ring .
2510560080.jpg| 4| Kids are riding horses in a ring .
2520966939.jpg| 0| A man wearing a shirt holds on for dear life as the horse tries to throw him off .
2520966939.jpg| 1| A black and gray bucking bronco is attempting to buck off a cowboy at the rodeo .
2520966939.jpg| 2| A rodeo rider on a bucking horse with a clown in the background .
2520966939.jpg| 3| A man in a red plaid shirt is riding a horse in rodeo show .
2520966939.jpg| 4| A man is riding a horse that is trying to buck him off .
2521788750.jpg| 0| A saddle bronc rider gets lifted out of the saddle
2521788750.jpg| 1| A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo .
2521788750.jpg| 2| A cowboy is riding a bull on a rodeo and is having trouble staying upright .
2521788750.jpg| 3| A cowboy riding on the back of a bronco in a competition .
2521788750.jpg| 4| Cowboy at a rodeo riding a horse .
2536434720.jpg| 0| Rider in ceremonial garb rides white Arabian horse
2536434720.jpg| 1| A man is riding a galloping horse while they both are wearing a wide range of festive clothing
2536434720.jpg| 2| Ornately clothed and head-dressed woman rides an ivory colored horse in an indoor arena .
2536434720.jpg| 3| A man in a green robe rides a white horse across a sandy floor .
2536434720.jpg| 4| A person in a flowing decorated robe rides a white horse .
2578289278.jpg| 0| a man dragging between two horses holding on to the horse on his right
2578289278.jpg| 1| Cowboy in blue and red pants getting bucked off a horse .
2578289278.jpg| 2| A rodeo contestent being drug between two horses .
2578289278.jpg| 3| A man falls off his horse on a racetrack .
2578289278.jpg| 4| A person is kneeling between two horses
2593694788.jpg| 0| A woman riding a horse wearing a blue shirt and cap
2593694788.jpg| 1| A jockey wearing purple and white riding a well-toned horse in a grassy area .
2593694788.jpg| 2| A jockey in a purple uniform is riding a dark brown horse on a field .
2593694788.jpg| 3| A woman in a purple riding uniform rides a horse through a field .
2593694788.jpg| 4| Horse and rider galloping across a green field .
263428541.jpg| 0| A man is riding a bucking horse trying to hold on and not get thrown off .
263428541.jpg| 1| A man is riding a bucking horse trying to hold on and not get thrown off .
263428541.jpg| 2| A guy wearing red sweater is about to be thrown of a horse .
263428541.jpg| 3| The rider holds on as the horse rears onto his hind legs .
263428541.jpg| 4| A person is riding a bucking animal in front of a crowd .
2656987333.jpg| 0| Man with white cowboy hat on the ground behind a brown horse with both front legs off the ground .
2656987333.jpg| 1| Whoa ! The cowboy is underneath the hoofs of the brown horse and is getting stepped on .
2656987333.jpg| 2| A rider has fallen off a horse and is shielding himself from being trampled
2656987333.jpg| 3| A cowboy covers his head as a jumping horse tramples him .
2656987333.jpg| 4| A man in a cowboy hat being stepped on by a brown horse
2664013037.jpg| 0| Cowboy wearing robin egg blue chaps and a white hat gets thrown by a bucking bronco at the rodeo .
2664013037.jpg| 1| A cowboy with bright blue chaps is thrown from a bucking horse at a rodeo .
2664013037.jpg| 2| A person is at a rodeo trying to dodge getting hit from a horse .
2664013037.jpg| 3| A cowboy and his horse both fall to the ground in an arena .
2664013037.jpg| 4| bull rider on the ground
2664027527.jpg| 0| People line the stands which advertise Freemont 's orthopedics
2664027527.jpg| 1| A man
2664027527.jpg| 2| A rodeo rider holds tightly onto a bucking horse .
2664027527.jpg| 3| A cowboy riding a horse at a rodeo .
2664027527.jpg| 4| cowboy riding a horse at an event
2691147709.jpg| 0| A cowboy riding bareback on a white stallion in mid buck at a rodeo .
2691147709.jpg| 1| A horse bucks its rider in an arena as onlookers watch from bleachers .
2691147709.jpg| 2| A cowboy riding bareback on a white stallion in mid buck at a rodeo .
2691147709.jpg| 3| A man at a rodeo is being knocked of a horse who is rearing up .
2691147709.jpg| 4| Cowboy riding a white horse .
270816949.jpg| 0| A person riding a horse with a mountain range in the far background .
270816949.jpg| 1| A person on a brown horse in a prairie in front of tall mountains .
270816949.jpg| 2| Distant horse rider on plain in the middle of brown mountains .
270816949.jpg| 3| A man on horseback on a grassy field in front of mountains .
270816949.jpg| 4| A rider on a horse in front of a mountain range
2708784867.jpg| 0| The cowboy has to lean back and hold on as hard as possible.
2708784867.jpg| 1| A man in a cowboy hat leans backwards on the back of a rearing horse .
2708784867.jpg| 2| One man in an arena trying to stay on a horse for as long as he can .
2708784867.jpg| 3| A man wearing a cowboy hat rides on a bucking brown horse .
2708784867.jpg| 4| A man rides a bucking horse in a rodeo .
2721004585.jpg| 0| A man in a white shirt and black cowboy hat rides a jumping brown horse at the rodeo .
2721004585.jpg| 1| A man in white with a gold belt is riding a bucking creme colored horse .
2721004585.jpg| 2| A man holds a white cloth in the air while riding a bucking brown horse
2721004585.jpg| 3| The rider throws his hand up for balance as the brown horse bucks .
2721004585.jpg| 4| A cowboy on the back of a galloping horse .
2802447198.jpg| 0| A horse with a rider on top are jumping over a fence in a equestrian event .
2802447198.jpg| 1| A horse is jumping two rails with a rider wearing a green jacket .
2802447198.jpg| 2| A male jockey riding a horse as it vaults over an obstacle .
2802447198.jpg| 3| A man riding a horse jumps over two hurdles at an event .
2802447198.jpg| 4| A man competing in a sport with a horse .
280667538.jpg| 0| A man on a horse holding a banner with a castle on it is talking to another man in a red cloak and turban .
280667538.jpg| 1| A knight on horseback and another man reenact a medieval scene for a group of spectators .
280667538.jpg| 2| A man wearing black and gold is preparing for competition at medieval times event .
280667538.jpg| 3| Two men in medieval dress
280667538.jpg| 4| A man in black and yellow on a horse is talking to a person wearing red .
2832747707.jpg| 0| A man is riding a horse that is jumping over an obstacle with an Olympic ring symbol on a sign in the background .
2832747707.jpg| 1| A man is riding a horse that is jumping over an obstacle with an Olympic ring symbol on a sign in the background .
2832747707.jpg| 2| A horse and rider jumping tall rails positioned over a replica stone
2832747707.jpg| 3| A jockey with a red sports coat riding a horse jumping over an obstacle
2832747707.jpg| 4| Olympic equestrian jumps his horse over some horizontal poles .
284105062.jpg| 0| An older man wearing a red coat and black beret is sitting on top of short horse surrounded by dirt .
284105062.jpg| 1| An older man wearing a red coat and black beret is sitting on top of short horse surrounded by dirt .
284105062.jpg| 2| White man wearing a bright red jacket is sitting atop a donkey in the desert .
284105062.jpg| 3| A man atop a horse smiling at the camera below a set of mountains .
284105062.jpg| 4| A man in a red jacket rides a horse in mountainous terrain .
2848977044.jpg| 0| A rodeo rider doing a vertical trick on a brown horse as an audience looks on .
2848977044.jpg| 1| A man at the rodeo is riding his horse while upside down and not on the saddle
2848977044.jpg| 2| A man is riding upside down on the side of a horse at a rodeo .
2848977044.jpg| 3| A rodeo rider being thrown headfirst from a horse .
2848977044.jpg| 4| A cowboy is hanging upside down from a horse .
2858757067.jpg| 0| Two people dressed in red and white wait at the horse track with a horse .
2858757067.jpg| 1| Two equestrians in and arena in riding uniforms with one leading a beautiful show horse and he other riding .
2858757067.jpg| 2| A man dressed in a red coat
2858757067.jpg| 3| Two people dressed in red and white wait at the horse track with a horse .
2858757067.jpg| 4| people are posing for fans at the horse hurdle jumping games
2877176179.jpg| 0| A man in a cowboy hat rides a horse doing some stunts
2877176179.jpg| 1| A man
2877176179.jpg| 2| A cowboy rides a bucking bronco in an arena while people in the stands watch him .
2877176179.jpg| 3| A cowboy desperately tries to hang on to a bucking pinto horse during a rodeo .
2877176179.jpg| 4| A cowboy riding a bucking white
2878002558.jpg| 0| A rider is being thrown off a bucking white horse with spectators looking on .
2878002558.jpg| 1| A group of people at a rodeo watching a cowboy being thrown from a white horse .
2878002558.jpg| 2| a man dressed in cowboy attire being bucked off of a white horse at a rodeo .
2878002558.jpg| 3| A cowboy being kicked off of a horse at a rodeo .
2878002558.jpg| 4| man being thrown off horse in a rodeo
2878015018.jpg| 0| A man wearing blue jeans is riding a horse in a western rodeo competition .
2878015018.jpg| 1| A man is riding a horse in a western rodeo competition .
2878015018.jpg| 2| A man in a cowboy hat is riding a horse at a show .
2878015018.jpg| 3| A man is riding a horse as people watch .
2878015018.jpg| 4| A man riding a horse at a rodeo .
2879991421.jpg| 0| Participants with cowboy hats are sitting on their horses and holding ropes for the race to begin.
2879991421.jpg| 1| Five people are sitting on horses getting ready for a race .
2879991421.jpg| 2| Five people in cowboy hats are on horses at a rodeo show .
2879991421.jpg| 3| Five people are sitting on horses at a rodeo .
2879991421.jpg| 4| Five rodeo contestants wait their turn .
2923475135.jpg| 0| A brown horse with a rider sitting on him is jumping over a blue barrier
2923475135.jpg| 1| A person in white jumps a brown horse over the gate .
2923475135.jpg| 2| A horse and rider
2923475135.jpg| 3| There is a horse and rider jumping over a hurdle .
2923475135.jpg| 4| Jockey and horse jump over blue hurdle
2938349830.jpg| 0| A woman in a costume rides on a horse on the street while people around her watch .
2938349830.jpg| 1| A lady on a horse is being watched by a group of onlookers .
2938349830.jpg| 2| A chinese woman is riding a tan horse down the road .
2938349830.jpg| 3| Woman riding a dressed up horse on the road .
2938349830.jpg| 4| An Asian woman is riding a horse .
2951750234.jpg| 0| A person wearing a navy jacket and black hat jumping over a small partition on a horse .
2951750234.jpg| 1| A show jumper is making a brown horse jump over a white fence .
2951750234.jpg| 2| An equestrian and a horse are jumping over an obstacle .
2951750234.jpg| 3| A jockey on a black horse jumps over a hurdle .
2951750234.jpg| 4| A woman on a horse jumps an obstacle .
2959500257.jpg| 0| A view from behind of a girl with a blond ponytail riding a dark brown horse
2959500257.jpg| 1| A girl rides on a brown horse down a forest path .
2959500257.jpg| 2| A young girl rides on a horse through a trail .
2959500257.jpg| 3| A little girl is riding a horse in the woods .
2959500257.jpg| 4| A girl is riding horseback .
2998185688.jpg| 0| Several horsemen are riding past each other carrying flags .
2998185688.jpg| 1| Men riding horses carrying flags in a jousting tournament .
2998185688.jpg| 2| Parade of men on horses with brightly colored flags .
2998185688.jpg| 3| Men on horses displaying their flags at a joust .
2998185688.jpg| 4| Men ride on horses while carrying flags .
302983277.jpg| 0| A man in a yellow jacket is riding a horse through the mountains .
302983277.jpg| 1| A man in a yellow jacket is riding a horse through the mountains .
302983277.jpg| 2| A man riding a brown horse poses in front of a mountain scene .
302983277.jpg| 3| Man sitting on brown horse with mountains in background .
302983277.jpg| 4| A man sits on a horse with mountains in the background .
3088399255.jpg| 0| Horses being ridden over green grass and jumping an obstacle .
3088399255.jpg| 1| Jockeys are racing their horses on the green field .
3088399255.jpg| 2| Athletes on numbered horses congregate in a field .
3088399255.jpg| 3| Seven jockeys riding horses in a race .
3088399255.jpg| 4| Horses jumping a hurdle in a race .
3177282493.jpg| 0| Two horse riders and three walkers are going down a dusty path .
3177282493.jpg| 1| Hikers
3177282493.jpg| 2| Two horse riders and three walkers are going down a dusty path .
3177282493.jpg| 3| Two girls on horseback being led by guys .
3177282493.jpg| 4| horseback riding in the mountains
3211581957.jpg| 0| A brown horse with a rider on its back jumps a barrier .
3211581957.jpg| 1| A horse jumps a fence in a show jumping competeition .
3211581957.jpg| 2| A horse leaps a hurdle with a rider on its back .
3211581957.jpg| 3| An equestrian on a horse makes a jump .
3211581957.jpg| 4| Horse and rider leap over a barrier
3213398742.jpg| 0| A rodeo rider in a red shirt and white cowboy hat is riding a bucking brown horse .
3213398742.jpg| 1| A rodeo rider in a red shirt and white cowboy hat is riding a bucking brown horse .
3213398742.jpg| 2| A cowboy in a white hat rides a bucking bronco in a rodeo .
3213398742.jpg| 3| A rodeo guy in a red shirt rides a bucking bronco .
3213398742.jpg| 4| A man on a bucking horse at rodeo .
3272002857.jpg| 0| A woman in formal riding gear riding her horse on the beach .
3272002857.jpg| 1| A woman is riding a brown horse on the shore of the ocean .
3272002857.jpg| 2| a woman riding a large brown horse on the beach
3272002857.jpg| 3| A woman on horseback
3272002857.jpg| 4| Person on a horse on the beach .
3319489465.jpg| 0| A woman wearing a cowboy hat and a pink shirt is ridding a horse in a competition .
3319489465.jpg| 1| Someone in a pink shirt is riding a brown horse in a rodeo .
3319489465.jpg| 2| A woman in a pink shirt wears rides a horse in a rodeo .
3319489465.jpg| 3| The brown horse is next to a red barrel at the rodeo .
3319489465.jpg| 4| A cowgirl corners a barrel riding a horse .
3363776919.jpg| 0| A brown bucking horse throws a cowboy wearing jeans and a white shirt off of his back at a rodeo .
3363776919.jpg| 1| A cowboy gets thrown from a horse during the rodeo competition .
3363776919.jpg| 2| A bucking brown horse next to a falling cowboy .
3363776919.jpg| 3| A man being bucked off a bronco at a rodeo .
3363776919.jpg| 4| A bull rider just got flung from a horse .
3366572797.jpg| 0| A rodeo with a cowboy in green chaps
3366572797.jpg| 1| A man in a black vest is riding a bucking horse at a rodeo .
3366572797.jpg| 2| A man is on the horse to do a rodeo show for audiences .
3366572797.jpg| 3| A cowboy hangs onto a bucking horse in a rodeo .
3366572797.jpg| 4| A man is on a horse in front of an audience .
3367384342.jpg| 0| A man is riding a horse in a rodeo and the horse is trying to buck him off .
3367384342.jpg| 1| Trying to hold on is as much of a good idea as it is a bad one !
3367384342.jpg| 2| A guy numbered 853 is riding a bucking horse at the rodeo .
3367384342.jpg| 3| Man in a blue shirt and black vest riding in a rodeo .
3367384342.jpg| 4| A man is riding a donkey in a competition
3375534917.jpg| 0| Four people are riding horseback on the beach .
3375534917.jpg| 1| A group of people racing horses on a beach .
3375534917.jpg| 2| Four people are riding horses on the beach .
3375534917.jpg| 3| Four people riding horses along beach .
3375534917.jpg| 4| People riding horses on the beach .
3416050480.jpg| 0| A woman in riding apparel is jumping a brown horse over an object that looks like an airplane .
3416050480.jpg| 1| An equestrian rider is on a horse jumping over a plane that is on the ground .
3416050480.jpg| 2| A woman on a brown horse jumps of the fuselage of an aging jet aircraft .
3416050480.jpg| 3| A person is riding a horse
3416050480.jpg| 4| A person on a horse jumps over a broken down airplane .
3424861178.jpg| 0| Two men in neon yellow jackets ride two brown horses down a street next to a bed of bright yellow flowers .
3424861178.jpg| 1| Two officers ride their horses down a street bordering a green and yellow park .
3424861178.jpg| 2| Two officers are riding horses in the city near some trees and flowers .
3424861178.jpg| 3| Policemen riding horses while patrolling the streets .
3424861178.jpg| 4| Two men are riding on horses through the street .
3425662680.jpg| 0| A group of horses and riders are playing polo on the grass .
3425662680.jpg| 1| A group of horses and their riders are racing each other .
3425662680.jpg| 2| Jockeys are riding their horses down the track .
3425662680.jpg| 3| Jockeys racing horses down a grass track .
3425662680.jpg| 4| A horse race on a grass track
3430779304.jpg| 0| Two cowboys rope a steer from horseback in an indoor corral .
3430779304.jpg| 1| Two cowboys on horseback lasso a young calf to the ground .
3430779304.jpg| 2| Two men ride horses and a calf runs between them .
3430779304.jpg| 3| Two cowboys on horses wrangle a calf in a rodeo .
3430779304.jpg| 4| Two people on horses chasing cow in an arena .
3479233968.jpg| 0| A man in a blue shirt and blue jeans rides a dark brown horse with white feet at the rodeo .
3479233968.jpg| 1| A man wearing a cowboy hat and chaps rides a bucking horse while a crowd of people look on .
3479233968.jpg| 2| A rodeo star rides a bucking bronco as the large crowd watches them .
3479233968.jpg| 3| A rodeo rider is riding a bucking horse in an arena .
3479233968.jpg| 4| A crowd watches a bronco rider .
3509711173.jpg| 0| An Asian man wearing a white outfit and red vest with a sword is riding a white horse in front of a crowd .
3509711173.jpg| 1| An asian man rides a horse and performs a gesture while extending a sword from his right hand .
3509711173.jpg| 2| A contestant in horseback sword fighting- the crowd looks on .
3509711173.jpg| 3| A man riding a horse in some sort of Chinese dueling sport .
3509711173.jpg| 4| A man riding a horse while holding a sword .
3511890331.jpg| 0| A jockey in blue gallops a chestnut horse on a dirt track past a wooden fence .
3511890331.jpg| 1| A jockey wearing a blue jacket is riding a dark brown horse in a gallop .
3511890331.jpg| 2| A man wearing blue rides a brown horse along a gravel path .
3511890331.jpg| 3| A jockey in blue rides a horse at a galloping pace .
3511890331.jpg| 4| A jockey racing a horse down a dirt track .
3516935867.jpg| 0| A black horse and its rider are clearing a 3 rung high jump in a competition .
3516935867.jpg| 1| A person is riding a horse as it jumps over an obstacle .
3516935867.jpg| 2| A horse and rider leap over a striped hurdle .
3516935867.jpg| 3| A rider and horse jumping a fence outdoors .
3516935867.jpg| 4| A person jumping a horse over a fence .
3532538536.jpg| 0| A man wearing a blue shirt and a hat is riding a brown horse on a tree lined dirt road .
3532538536.jpg| 1| A Spanish guy on horseback standing on dirt road with a bunch of trees in the background .
3532538536.jpg| 2| A man wearing a blue shirt and a hat is riding a brown horse on a tree lined dirt road .
3532538536.jpg| 3| A smiling man on a horse in front of brush and woods .
3532538536.jpg| 4| A happy man wearing a hat sits on his horse .
3541962817.jpg| 0| Person in a yellow helmet is jumping a brown horse over a fence .
3541962817.jpg| 1| A horse leaps over a fence while a rider hangs on .
3541962817.jpg| 2| Man riding a horse jumping over a wooden fence .
3541962817.jpg| 3| The horse and rider are jumping over a fence .
3541962817.jpg| 4| The horse and rider jump a fence .
3542771548.jpg| 0| A person aquestrian horse jumping over a wooden fence .
3542771548.jpg| 1| A horse and rider jumping a small fence .
3542771548.jpg| 2| a horse and rider jump over a fence .
3542771548.jpg| 3| A horse jumps over a wooden fence .
3542771548.jpg| 4| A jockey on a horse jumps a fence .
3558267192.jpg| 0| A cowboy is viciously thrown about as he attempts to hold on to a horse he is riding in a rodeo competition .
3558267192.jpg| 1| A blond cowboy is riding a bucking bronco at the rodeo .
3558267192.jpg| 2| A cowboy in a rodeo trying to beat the 8 second clock .
3558267192.jpg| 3| A horse rider struggles to stay on their mount .
3558267192.jpg| 4| A horse bucks it 's rider at a rodeo .
3568505408.jpg| 0| A man riding a brown horse is twirling a lasso above his head .
3568505408.jpg| 1| A cowboy is riding a horse whilst spinning a lasso around .
3568505408.jpg| 2| a cowboy riding a horse
3568505408.jpg| 3| A cowboy waves a lasso in the air at a horse show .
3568505408.jpg| 4| The cowboy prepares to lasso the bull .
357191373.jpg| 0| A large group of people riding brown and white horses .
357191373.jpg| 1| A group of people ride horses through a wooded area .
357191373.jpg| 2| A group of people riding horses in a grassy field .
357191373.jpg| 3| A group of people riding horses .
357191373.jpg| 4| A group riding horses .
3583704941.jpg| 0| The rider of the brown horse is wearing a blue shirt .
3583704941.jpg| 1| A horse jockey is riding on a course .
3583704941.jpg| 2| girl with helmet riding a brown horse
3583704941.jpg| 3| A woman on a racing horse .
3583704941.jpg| 4| A woman on a horse .
3590647207.jpg| 0| Women are riding horses in an arena carrying the flags of Canada and the United States .
3590647207.jpg| 1| Two women riding horses
3590647207.jpg| 2| A group of women riding horses while holding the flags of multiple nations
3590647207.jpg| 3| cowgirls waving the United States flag and the Canada flag
3590647207.jpg| 4| Several people on horseback carrying flags .
3591458156.jpg| 0| A cowboy is thrown from the horse he was riding
3591458156.jpg| 1| The horse is kicking up its hind legs at the cowboy whist another man stands and watches .
3591458156.jpg| 2| Two men in western attire with a brown horse kicking into the air .
3591458156.jpg| 3| A cowboy gets kicked off a horse that is bucking
3591458156.jpg| 4| A man at a rodeo is thrown off a horse .
3601305072.jpg| 0| A male Equestrian rider leans forward as his horse stretches out for the 2nd jump of the course
3601305072.jpg| 1| During a sunny day
3601305072.jpg| 2| An equestrian on a dark horse is leaving the ground to jump a hurdle .
3601305072.jpg| 3| A person on their horse jumping over an endurance course jump .
3601305072.jpg| 4| A jockey rinding a horse prepares to jump over an obstacle
3601569729.jpg| 0| There are riders and horses in a horse race
3601569729.jpg| 1| The horses race on the dirt track while their riders urge them on .
3601569729.jpg| 2| A group of race horses run down a track carrying jockeys .
3601569729.jpg| 3| Jockeys on horses during a race .
3601569729.jpg| 4| A horse race .
3616525288.jpg| 0| Horse jockeys racing on horses in a race .
3616525288.jpg| 1| a horses with five jockeys and five horses
3616525288.jpg| 2| Jockeys on horses race around a track .
3616525288.jpg| 3| Jockeys ride horses during a race .
3616525288.jpg| 4| The people are racing horses .
3616771728.jpg| 0| A jockey in yellow and a jockey in blue are racing their horses down a grassy raceway .
3616771728.jpg| 1| Two jockeys
3616771728.jpg| 2| The jockey wearing a yellow hat edges out the jockey wearing blue .
3616771728.jpg| 3| two horses with riders
3616771728.jpg| 4| Two jockeys race horses
3621623690.jpg| 0| A horse rider on a brown horse jumping in midair over jump bars .
3621623690.jpg| 1| A show jumper is clearing a white fence on his horse .
3621623690.jpg| 2| A woman in riding attire rides a jumping horse .
3621623690.jpg| 3| An equestrian clears a jump at a horse show .
3621623690.jpg| 4| A horse and rider are jumping over a hurdle .
3653837067.jpg| 0| A woman riding a horse in a show jumping competition .
3653837067.jpg| 1| The horseback rider and her horse are jumping rails .
3653837067.jpg| 2| The horse and rider are jumping over a white fence .
3653837067.jpg| 3| The horse and rider are jumping over a fence .
3653837067.jpg| 4| Women on horse jumping over gate .
3658016590.jpg| 0| A brown horse is in a weird pose while galloping outside .
3658016590.jpg| 1| Rear end view of a galloping horse out in the field .
3658016590.jpg| 2| A large brown horse is running in a grassy area .
3658016590.jpg| 3| A brown horse jumps through its paddock .
3658016590.jpg| 4| A horse bucking wildly
3659506961.jpg| 0| A young girl with curly hair wearing a pink shirt currycombs a chestnut horse .
3659506961.jpg| 1| Young girl brushing a horse with a handheld mane brush .
3659506961.jpg| 2| A small girl wearing a pink outfit brushes a horse .
3659506961.jpg| 3| A little girl in a pink shirt is brushing a horse .
3659506961.jpg| 4| Little girl brushing a horse .
370445133.jpg| 0| The cowboy is struggling to stay on the horse inside of the bullpen as he goes around the red
370445133.jpg| 1| A man in blue jeans and a cowboy hat is riding a horse around a red
370445133.jpg| 2| A man in a cowboy hat riding a horse around a barrel that is red
370445133.jpg| 3| A man in a cowboy hat is riding a horse around a barrel .
370445133.jpg| 4| A man is barrel racing on a brown horse .
3713868971.jpg| 0| With majestic pride the horse soars over the miniature barn as the rider holds on .
3713868971.jpg| 1| A person on a large gray horse jumping over a miniature house with a red roof .
3713868971.jpg| 2| A white horse jumping over a hurdle that looks like a small barn .
3713868971.jpg| 3| A woman and a horse are jumping over a miniature building .
3713868971.jpg| 4| a horse with rider leaps over a miniature barn .
3735158583.jpg| 0| A white horse with a rider in a blue green and purple jacket and helmet with khaki pants and black boots on jumping over bushes .
3735158583.jpg| 1| A woman in a blue coat and riding cap is jumping a hedge on a white horse .
3735158583.jpg| 2| A woman competes in an equestrian competition atop a white horse .
3735158583.jpg| 3| A woman competitor on a white horse jumping over a fence .
3735158583.jpg| 4| Rider riding a white horse that is jumping a fence .
390921095.jpg| 0| Police on horseback watching the crowd as they move through the streets .
390921095.jpg| 1| A man in a black jacket is riding a horse on a public sidewalk .
390921095.jpg| 2| A mounted policeman on a dappled horse surveys a crowd .
390921095.jpg| 3| Mounted officer on the sidewalk in front of a crowd .
390921095.jpg| 4| A patrolman rides a horse through the city .
3914077575.jpg| 0| A man with a tan cowboy hat
3914077575.jpg| 1| A man in a black vest with gray jeans with a red side flag holding onto a horse while 2 men watches and 1 man keeps time .
3914077575.jpg| 2| One guy having a hard time trying to stay on a horse during a competition .
3914077575.jpg| 3| A man is hanging on a horse as it jumps around .
3914077575.jpg| 4| Cowboy being thrown off bucking horse .
3964718336.jpg| 0| A trick rider wearing a bright green outfit carrying an American flag riding a paint horse with green riding gear .
3964718336.jpg| 1| A blond woman in a green and gray uniform balances on a horse as she shows the American flag off to the crowd .
3964718336.jpg| 2| A performer riding a horse
3964718336.jpg| 3| A woman with a green costume is standing up while doing tricks on a horse .
3964718336.jpg| 4| The woman on the horse is displaying the American flag as she performs .
402685953.jpg| 0| A cowboy wearing a baseball cap is on a horse in a rodeo corral preparing to throw the rope he is spinning over the young
402685953.jpg| 1| Rodeo roper on a house
402685953.jpg| 2| a cowboy wearing a baseball cap
402685953.jpg| 3| A man rides a horse while attempting to lasso a small bull .
402685953.jpg| 4| A cowboy lassoing a horse .
405331006.jpg| 0| The person in the blue shirt and blue hat is riding a white horse .
405331006.jpg| 1| A person in a blue cowboy hat rides a horse down a dirt trail .
405331006.jpg| 2| A man wearing a blue hat and shirt is riding a white horse .
405331006.jpg| 3| A man in a blue cowboy hat is riding a white horse .
405331006.jpg| 4| A man in blue is riding a horse on a dirt road .
409315256.jpg| 0| One girl rides a horse while a woman appears to lead them across a park while two other horses walk in the near background
409315256.jpg| 1| Young black girl being lead on a white pony that has pink riding regalia .
409315256.jpg| 2| A young girl sits atop a pony with pink bows as it is led by a woman .
409315256.jpg| 3| A girl riding a pony with braids and pink bows
409315256.jpg| 4| Young black girl riding pony at petting zoo .
4265242435.jpg| 0| A man with a cowboy hat is riding a horse that is jumping .
4265242435.jpg| 1| A cowboy riding on his horse that is jumping in the air .
4265242435.jpg| 2| A cowboy balances on his horse in a rodeo .
4265242435.jpg| 3| Man wearing a cowboy hat riding a horse .
4265242435.jpg| 4| A horse bucking a cowboy in a rodeo
4274269186.jpg| 0| there are 6 horses riding on a track field with mountains in the background and people in the foreground watching .
4274269186.jpg| 1| Spectators are watching horses and their riders on a fenced path with a pond behind the path .
4274269186.jpg| 2| A group of spectators is watching a brown horses race
4274269186.jpg| 3| Eleven spectators are watching three race horses on a dirt track .
4274269186.jpg| 4| Multiple people are horseback riding on a track .
4286588375.jpg| 0| A man wearing a cowboy hate and black vest rides a horse in front of spectators .
4286588375.jpg| 1| A cowboy rides a brown horse in a rodeo with 8 minutes remaining on the clock .
4286588375.jpg| 2| A cowboy riding a horse at a rodeo with 8 seconds on the clock .
